id,line_id,tx1_id,tx1_lat,tx1_lon,tx1_alt,tx2_id,tx2_lat,tx2_lon,tx2_alt,rx1_id,rx1_lat,rx1_lon,rx1_alt,rx2_id,rx2_lat,rx2_lon,rx2_alt,timestamp,array_type,symmetry,stacks,input_current,contact_resistance,apparent_resistivity,apparent_resistivity_err,chargeability,chargeability_err,decay_curve,qc_review
line-a-r00011,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:02:12Z,dipole-dipole,2,6,0.840,952.4,206.055,8.859,0.00348,0.00086,0.00522;0.00594;0.00442;0.00444;0.00387;0.00306;0.00277;0.00211;0.00182;0.00123,
line-a-r00012,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:02:24Z,dipole-dipole,2,4,0.656,1219.2,189.637,8.383,0.00499,0.00117,0.00804;0.00725;0.00649;0.00567;0.00571;0.00432;0.00396;0.00324;0.00252;0.00167,
line-a-r00013,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:02:36Z,dipole-dipole,2,8,0.952,839.9,208.286,7.390,0.00531,0.00103,0.00831;0.00784;0.00691;0.00808;0.00557;0.00493;0.00427;0.00356;0.00260;0.00196,
line-a-r00014,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:02:48Z,dipole-dipole,3,6,0.851,939.6,208.437,6.331,0.00525,0.00105,0.00215;0.00264;0.00331;0.00370;0.00487;0.00524;0.00625;0.00711;0.00765;0.00806,
line-a-r00015,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:03:00Z,dipole-dipole,3,8,0.930,860.5,208.121,469.178,0.00676,0.00100,0.00992;0.00938;0.00898;0.00817;0.00680;0.00665;0.00542;0.00407;0.00303;0.00233,
line-a-r00016,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:03:12Z,dipole-dipole,3,4,1.135,704.5,205.717,6.819,0.00486,0.00132,0.00712;0.00660;0.00642;0.00676;0.00561;0.00470;0.00373;0.00315;0.00243;0.00174,
line-a-r00017,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:03:24Z,dipole-dipole,3,5,0.759,1053.4,-119.095,9.649,0.00565,0.00134,0.00958;0.00751;0.00816;0.00679;0.00636;0.00474;0.00417;0.00366;0.00264;0.00216,
line-a-r00018,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:03:36Z,dipole-dipole,3,8,0.691,1157.2,190.265,6.840,0.00369,0.00101,0.00622;0.00602;0.00535;0.00428;0.00389;0.00344;0.00303;0.00230;0.00163;0.00135,
line-a-r00019,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:03:48Z,dipole-dipole,3,4,0.758,1055.9,203.708,7.602,0.00353,0.00124,0.00594;0.00527;0.00481;0.00420;0.00400;0.00323;0.00285;0.00207;0.00194;0.00126,
line-a-r00020,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:04:00Z,dipole-dipole,3,3,0.937,854.0,194.635,8.907,0.00485,0.00099,0.00805;0.00704;0.00690;0.00651;0.00621;0.00463;0.00357;0.00348;0.00224;0.00170,
line-a-r00021,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:04:12Z,dipole-dipole,3,6,0.805,993.5,211.861,7.333,0.00560,0.00088,0.00900;0.00803;0.00792;0.00675;0.00577;0.00490;0.00458;0.00366;0.00262;0.00212,
line-a-r00022,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e06,33.2004451,-116.1541866,180.0,line-a-e07,33.2006045,-116.1539970,180.0,2026-08-17T14:04:24Z,dipole-dipole,4,5,0.825,970.0,189.730,7.125,0.00550,0.00102,0.00865;0.00782;0.00801;0.00709;0.00597;0.00498;0.00417;0.00380;0.00262;0.00183,
line-a-r00023,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e06,33.2004451,-116.1541866,180.0,line-a-e07,33.2006045,-116.1539970,180.0,2026-08-17T14:04:36Z,dipole-dipole,4,3,0.821,974.6,206.366,6.876,0.00407,0.00072,0.00585;0.00555;0.00542;0.00517;0.00418;0.00410;0.00337;0.00273;0.00204;0.00141,
line-a-r00024,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e06,33.2004451,-116.1541866,180.0,line-a-e07,33.2006045,-116.1539970,180.0,2026-08-17T14:04:48Z,dipole-dipole,4,7,0.663,1206.6,202.686,6.040,0.00441,0.00114,0.00679;0.00615;0.00643;0.00571;0.00447;0.00420;0.00388;0.00283;0.00231;0.00156,
line-a-r00025,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e06,33.2004451,-116.1541866,180.0,line-a-e07,33.2006045,-116.1539970,180.0,2026-08-17T14:05:00Z,dipole-dipole,4,4,0.805,994.0,197.575,7.777,0.00482,0.00113,0.00747;0.00668;0.00649;0.00617;0.00566;0.00463;0.00357;0.00317;0.00253;0.00184,
line-a-r00026,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e06,33.2004451,-116.1541866,180.0,line-a-e07,33.2006045,-116.1539970,180.0,2026-08-17T14:05:12Z,dipole-dipole,4,5,0.772,1036.6,201.055,6.667,0.00657,0.00110,0.01045;0.00881;0.00783;0.00826;0.00819;0.00677;0.00602;0.00402;0.00303;0.00231,
line-a-r00027,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e06,33.2004451,-116.1541866,180.0,line-a-e07,33.2006045,-116.1539970,180.0,2026-08-17T14:05:24Z,dipole-dipole,4,4,0.675,1184.6,201.166,6.090,0.00538,0.00119,0.00887;0.00767;0.00768;0.00690;0.00559;0.00497;0.00426;0.00359;0.00262;0.00198,
line-a-r00028,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:05:36Z,dipole-dipole,5,3,1.039,770.1,194.014,6.364,0.00380,0.00123,0.00588;0.00593;0.00493;0.00487;0.00422;0.00355;0.00316;0.00248;0.00170;0.00133,
line-a-r00029,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:05:48Z,dipole-dipole,5,8,0.760,1052.4,214.222,6.015,0.00404,0.00120,0.00609;0.00625;0.00598;0.00434;0.00502;0.00361;0.00339;0.00269;0.00197;0.00151,
line-a-r00030,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:06:00Z,dipole-dipole,5,5,1.044,766.5,212.909,6.619,0.00438,0.00082,0.00686;0.00607;0.00596;0.00595;0.00508;0.00419;0.00377;0.00268;0.00211;0.00147,
line-a-r00031,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:06:12Z,dipole-dipole,5,3,0.705,1134.2,212.729,7.491,0.00358,0.00101,0.00612;0.00546;0.00460;0.00446;0.00358;0.00347;0.00292;0.00217;0.00188;0.00122,
line-a-r00032,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:06:24Z,dipole-dipole,5,5,0.948,843.5,208.718,7.717,0.00223,0.00069,0.00329;0.00338;0.00281;0.00283;0.00250;0.00198;0.00176;0.00155;0.00107;0.00093,
line-a-r00033,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:06:36Z,dipole-dipole,5,5,1.165,686.8,216.507,6.371,0.00432,0.00102,0.00666;0.00730;0.00568;0.00504;0.00477;0.00392;0.00337;0.00276;0.00194;0.00173,
line-a-r00034,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e07,33.2006045,-116.1539970,180.0,line-a-e08,33.2007639,-116.1538074,180.0,2026-08-17T14:06:48Z,dipole-dipole,5,5,0.828,965.8,204.718,8.055,0.00331,0.00098,0.00482;0.00458;0.00453;0.00414;0.00388;0.00291;0.00262;0.00216;0.00162;0.00111,
line-a-r00035,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:07:00Z,dipole-dipole,6,7,0.680,1176.8,210.272,6.640,0.00276,0.00085,0.00430;0.00384;0.00381;0.00363;0.00305;0.00254;0.00212;0.00178;0.00137;0.00093,
line-a-r00036,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:07:12Z,dipole-dipole,6,7,0.801,999.0,215.584,7.963,0.00628,0.00093,0.00985;0.00843;0.00923;0.00833;0.00746;0.00549;0.00528;0.00453;0.00326;0.00243,
line-a-r00037,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:07:24Z,dipole-dipole,6,3,0.858,932.8,201.603,7.248,0.00450,0.00082,0.00677;0.00678;0.00610;0.00511;0.00510;0.00416;0.00348;0.00272;0.00210;0.00157,
line-a-r00038,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:07:36Z,dipole-dipole,6,6,0.821,974.1,196.707,6.853,0.00425,0.00115,0.00713;0.00560;0.00573;0.00494;0.00496;0.00406;0.00387;0.00271;0.00222;0.00158,
line-a-r00039,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:07:48Z,dipole-dipole,6,5,0.950,842.0,217.153,6.695,0.00338,0.00117,0.00547;0.00515;0.00476;0.00388;0.00373;0.00322;0.00271;0.00211;0.00185;0.00116,
line-a-r00040,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:08:00Z,dipole-dipole,6,7,0.874,915.1,195.923,8.123,0.00450,0.00085,0.00675;0.00631;0.00636;0.00575;0.00512;0.00414;0.00343;0.00270;0.00238;0.00168,
line-a-r00041,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e08,33.2007639,-116.1538074,180.0,line-a-e09,33.2009233,-116.1536179,180.0,2026-08-17T14:08:12Z,dipole-dipole,6,7,0.595,1343.5,202.738,5.998,0.00376,0.00094,0.00582;0.00577;0.00518;0.00458;0.00450;0.00330;0.00276;0.00253;0.00198;0.00139,
line-a-r00042,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e09,33.2009233,-116.1536179,180.0,line-a-e10,33.2010827,-116.1534283,180.0,2026-08-17T14:08:24Z,dipole-dipole,7,7,0.810,987.3,208.091,8.138,0.00511,0.00108,0.00815;0.00751;0.00774;0.00627;0.00586;0.00492;0.00392;0.00326;0.00245;0.00163,
line-a-r00043,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e09,33.2009233,-116.1536179,180.0,line-a-e10,33.2010827,-116.1534283,180.0,2026-08-17T14:08:36Z,dipole-dipole,7,6,0.793,1009.4,213.438,9.423,0.00354,0.00076,0.00135;0.00179;0.00264;0.00291;0.00319;0.00381;0.00434;0.00492;0.00531;0.00547,
line-a-r00044,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e09,33.2009233,-116.1536179,180.0,line-a-e10,33.2010827,-116.1534283,180.0,2026-08-17T14:08:48Z,dipole-dipole,7,3,0.602,1327.8,187.423,9.797,0.00505,0.00124,0.00852;0.00738;0.00712;0.00656;0.00487;0.00494;0.00421;0.00313;0.00249;0.00161,
line-a-r00045,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e09,33.2009233,-116.1536179,180.0,line-a-e10,33.2010827,-116.1534283,180.0,2026-08-17T14:09:00Z,dipole-dipole,7,5,0.856,934.7,205.244,7.360,0.00489,0.00110,0.00166;0.00229;0.00336;0.00391;0.00395;0.00536;0.00602;0.00634;0.00768;0.00758,
line-a-r00046,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e09,33.2009233,-116.1536179,180.0,line-a-e10,33.2010827,-116.1534283,180.0,2026-08-17T14:09:12Z,dipole-dipole,7,7,1.018,786.2,204.854,10.045,0.00392,0.00099,0.00611;0.00580;0.00473;0.00447;0.00436;0.00370;0.00272;0.00276;0.00197;0.00132,
line-a-r00047,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e09,33.2009233,-116.1536179,180.0,line-a-e10,33.2010827,-116.1534283,180.0,2026-08-17T14:09:24Z,dipole-dipole,7,7,0.850,941.2,188.111,7.445,0.00565,0.00107,0.00860;0.00927;0.00728;0.00712;0.00648;0.00513;0.00429;0.00350;0.00286;0.00188,
line-a-r00048,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:09:36Z,dipole-dipole,8,6,0.709,1128.5,181.344,5.431,0.00510,0.00102,0.00795;0.00848;0.00700;0.00607;0.00511;0.00494;0.00411;0.00316;0.00226;0.00178,
line-a-r00049,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:09:48Z,dipole-dipole,8,3,0.613,1305.2,196.645,5.953,0.00844,0.00119,0.01484;0.01287;0.01141;0.01150;0.00941;0.00761;0.00663;0.00569;0.00430;0.00273,
line-a-r00050,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:10:00Z,dipole-dipole,8,6,0.823,971.6,189.420,7.049,0.00686,0.00112,0.01013;0.01065;0.01022;0.00789;0.00732;0.00621;0.00498;0.00456;0.00384;0.00236,
line-a-r00051,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:10:12Z,dipole-dipole,8,4,0.873,916.3,194.035,5.834,0.00715,0.00120,0.01225;0.00937;0.01008;0.00879;0.00833;0.00673;0.00539;0.00425;0.00328;0.00254,
line-a-r00052,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:10:24Z,dipole-dipole,8,5,0.707,1131.4,185.638,6.429,0.00511,0.00141,0.00776;0.00809;0.00730;0.00697;0.00611;0.00526;0.00402;0.00344;0.00251;0.00181,
line-a-r00053,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:10:36Z,dipole-dipole,8,6,0.830,964.0,191.874,8.085,0.00504,0.00116,0.00822;0.00703;0.00665;0.00671;0.00581;0.00484;0.00398;0.00316;0.00256;0.00181,
line-a-r00054,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:10:48Z,dipole-dipole,8,5,0.772,1036.6,178.574,6.873,0.00810,0.00096,0.01296;0.01262;0.01175;0.01061;0.00775;0.00789;0.00627;0.00513;0.00412;0.00288,
line-a-r00055,line-a,line-a-e01,33.1996481,-116.1551345,180.0,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e10,33.2010827,-116.1534283,180.0,line-a-e11,33.2012421,-116.1532387,180.0,2026-08-17T14:11:00Z,dipole-dipole,8,8,0.795,1006.2,201.174,5.840,0.00708,0.00132,0.01125;0.01077;0.00980;0.00847;0.00822;0.00661;0.00495;0.00456;0.00348;0.00251,
line-a-r00056,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:11:12Z,dipole-dipole,1,3,1.712,467.4,197.340,9.881,0.00315,0.00095,0.00532;0.00464;0.00426;0.00386;0.00344;0.00279;0.00233;0.00208;0.00172;0.00113,
line-a-r00057,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:11:24Z,dipole-dipole,1,5,1.578,507.0,200.374,8.080,0.00370,0.00090,0.00507;0.00550;0.00534;0.00505;0.00429;0.00338;0.00286;0.00237;0.00172;0.00123,
line-a-r00058,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:11:36Z,dipole-dipole,1,4,1.933,413.8,208.448,6.136,0.00508,0.00110,0.00742;0.00770;0.00710;0.00624;0.00540;0.00521;0.00340;0.00337;0.00255;0.00175,
line-a-r00059,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:11:48Z,dipole-dipole,1,4,1.759,454.9,209.535,10.021,0.00395,0.00089,0.00619;0.00556;0.00554;0.00538;0.00405;0.00392;0.00325;0.00248;0.00185;0.00149,
line-a-r00060,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:12:00Z,dipole-dipole,1,6,1.411,567.2,192.024,6.589,0.00416,0.00081,0.00685;0.00662;0.00520;0.00501;0.00459;0.00387;0.00286;0.00218;0.00211;0.00140,
line-a-r00061,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:12:12Z,dipole-dipole,1,3,2.000,382.7,203.871,9.052,0.00569,0.00139,0.00842;0.00885;0.00806;0.00748;0.00549;0.00457;0.00449;0.00352;0.00266;0.00193,
line-a-r00062,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e04,33.2001263,-116.1545658,180.0,line-a-e05,33.2002857,-116.1543762,180.0,2026-08-17T14:12:24Z,dipole-dipole,1,7,1.602,499.5,214.468,9.138,0.00460,0.00082,0.00724;0.00727;0.00690;0.00555;0.00520;0.00428;0.00386;0.00301;0.00222;0.00165,
line-a-r00063,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:12:36Z,dipole-dipole,2,3,1.301,614.9,206.742,7.285,0.00246,0.00096,0.00364;0.00362;0.00370;0.00278;0.00269;0.00252;0.00186;0.00164;0.00118;0.00095,
line-a-r00064,line-a,line-a-e02,33.1998075,-116.1549449,180.0,line-a-e03,33.1999669,-116.1547554,180.0,line-a-e05,33.2002857,-116.1543762,180.0,line-a-e06,33.2004451,-116.1541866,180.0,2026-08-17T14:12:48Z,dipole-dipole,2,4,2.000,364.6,211.866,7.663,0.00554,0.00086,0.00920;0.00805;0.00757;0.00670;0.00580;0.00548;0.00504;0.00371;0.00251;0.00211,
